use,car
0.38296666666666657,0.0
0.37245,0.0
2.070333333333333,1.8825666666666667
3.9255333333333327,3.734283333333333
3.9144833333333326,3.74165
1.401333333333333,1.1791
0.3041333333333333,0.0
0.6831666666666666,0.0005333333333333333
0.5213166666666667,0.0
0.40211666666666657,0.0
0.1310833333333333,0.0
0.3138666666666666,0.00036666666666666667
0.2837166666666666,0.0
0.5110333333333332,0.0
0.8995833333333331,0.0
0.4220833333333333,0.0
0.3541,0.0
0.4840166666666666,0.0010166666666666666
0.43225,0.0
0.6079,0.0
0.6088,0.0
0.44725,0.0
0.3708333333333333,0.0
0.2665,0.0
