use,car
0.9569,0.0014333333333333331
0.9673166666666664,0.0
0.94285,0.0015
0.8367166666666666,0.0
0.8325,0.0
1.153166666666667,0.3552
0.7442833333333331,0.0
0.73875,0.0
0.1618,0.0
0.15825,0.0
0.185,0.0
0.22513333333333327,0.0
0.32785,0.0
0.4193333333333333,0.0
0.44351666666666656,0.0
0.61175,0.0
0.5611,0.0
0.4935833333333332,0.0
0.5231333333333332,0.0
0.4076833333333333,0.0
0.3305166666666666,0.006266666666666666
0.9097333333333332,0.0028833333333333332
1.7589666666666668,0.0028666666666666662
1.0988,0.0
