use,car
0.7721666666666666,0.0
0.6181833333333332,0.0
0.38115,0.0006666666666666666
0.42861666666666653,0.00065
0.5752333333333332,0.0
0.6493,0.2583333333333333
12.81718333333333,12.238616666666665
5.8203,5.448766666666667
0.4257166666666666,0.0
0.4927166666666666,0.0
0.54795,0.0
0.4996833333333332,0.0
0.9924166666666664,0.0
1.29635,0.0
1.3776833333333331,0.0
3.1466333333333334,0.0
1.7534333333333332,0.0
1.7132833333333333,0.0
1.2212833333333333,0.0
1.9356833333333332,0.0
1.2479333333333331,0.0005
0.5849666666666666,0.0009
0.4154,0.0
0.37216666666666653,0.0
