use,car
0.53455,0.0048
0.4911333333333332,0.005
0.45145,0.005
0.4844166666666666,0.005
0.44931666666666653,0.005
0.4635333333333332,0.004816666666666666
1.867033333333333,1.2214666666666667
0.5691833333333332,0.004183333333333333
0.5334166666666667,0.03576666666666666
3.2243833333333334,2.71165
0.4805166666666666,0.008
0.4774166666666666,0.008
0.43641666666666656,0.008
0.4326333333333333,0.008
0.45995,0.0071
0.42816666666666653,0.006383333333333333
0.40955,0.005383333333333333
0.4168,0.005
0.4973166666666666,0.004783333333333333
0.5662,0.004533333333333333
0.5019166666666666,0.00485
0.4588666666666666,0.004983333333333333
0.4734666666666666,0.004833333333333333
0.4804166666666666,0.0047
