use,car
2.0892,0.005016666666666667
1.4825833333333331,0.005
1.9804166666666667,0.005
2.713916666666667,0.005
1.7730666666666668,0.005
1.679,0.005
0.11288333333333332,0.00041666666666666664
1.2120333333333333,0.00425
1.085783333333333,0.005
0.9483666666666664,0.005
1.07435,0.005
1.4889666666666668,0.005066666666666666
0.9572666666666664,0.005
1.1857666666666669,0.005033333333333333
0.9929833333333332,0.005
1.0943666666666667,0.005
1.1184333333333332,0.005
0.8312833333333332,0.005
2.1418166666666667,0.005
0.8671666666666666,0.005
2.4159333333333333,0.005
1.1800166666666667,0.005
0.91575,0.005
0.84945,0.005016666666666667
